INCIDENT_ID,FIRST_OCCURENCE_DATE,LAST_OCCURENCE_DATE,REPORTDATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,DISTRICT_ID,PRECINCT_ID,OFFENSE_CODE,OFFENSE_TYPE_ID,OFFENSE_CATEGORY_ID,MJ_RELATION_TYPE,NEIGHBORHOOD_ID
2013609438,17-Dec-13,17-Dec-13,19-Dec-13,1975 S BANNOCK ST,3143468,1673243,3,313,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",overland
2016100418,16-Feb-16,16-Feb-16,16-Feb-16,983 S VINE ST,3151044,1679826,3,312,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",washington-park
2013576916,30-Nov-13,30-Nov-13,30-Nov-13,1100 N YUMA CT,3136556,1692610,1,123,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",lincoln-park
2015222053,23-Apr-15,23-Apr-15,23-Apr-15,1126 S SHERIDAN BLVD,3125821,1678730,4,421,2399,THEFT - OTHER,Larceny,"INDUSTRY",mar-lee
2013604599,16-Dec-13,16-Dec-13,16-Dec-13,E COLFAX AVE / N BROADWAY ST,3144156,1694853,6,621,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,"NON-INDUSTRY",civic-center
2015715589,09-Dec-15,,09-Dec-15,1505 S FEDERAL BLVD,3133463,1676221,4,421,1313,ASSAULT - DV,Simple Assault,"NON-INDUSTRY",mar-lee
2015756859,30-Dec-15,30-Dec-15,31-Dec-15,4125 N ELATI ST,3142294,1706924,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville
2014103781,28-Feb-14,28-Feb-14,28-Feb-14,755 S FEDERAL BLVD,3133515,1681258,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",westwood
2015720013,11-Dec-15,,11-Dec-15,1331 19TH ST,3142159,1699423,6,612,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",union-station
2015720013,11-Dec-15,,11-Dec-15,1331 19TH ST,3142159,1699423,6,612,5312,DISTURBING THE PEACE,All Other Crimes,"INDUSTRY",union-station
2015219392,22-Apr-15,,22-Apr-15,3944 N HIGH ST,3150562,1706559,2,211,1202,ROBBERY - BUSINESS,Robbery-Business,"INDUSTRY",cole
201690495,12-Feb-16,12-Feb-16,12-Feb-16,3100 BLAKE ST,3145964,1703803,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",five-points
2016420936,03-Jul-16,04-Jul-16,04-Jul-16,3880 N HOLLY ST,3162502,1706158,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",northeast-park-hill
2016339466,31-May-16,31-May-16,31-May-16,6853 LEETSDALE DR,3166373,1680902,3,321,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",washington-virginia-vale
201355313,02-Feb-13,02-Feb-13,03-Feb-13,W 1ST AVE / N KNOX CT,3131519,1686805,4,411,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",barnum
201696946,14-Feb-16,15-Feb-16,15-Feb-16,6666 E STAPLETON S DR,3165497,1708664,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",northeast-park-hill
2013525593,31-Oct-13,31-Oct-13,31-Oct-13,4385 S BALSAM ST,3115466,1657073,4,423,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",marston
2016415313,02-Jul-16,02-Jul-16,02-Jul-16,2775 S FEDERAL BLVD,3133544,1667679,4,423,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",harvey-park-south
2016337382,27-Nov-15,30-May-16,30-May-16,3435 S YOSEMITE ST,3173094,1663999,3,323,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",hampden
2016339678,31-May-16,,31-May-16,1173 S BANNOCK ST,3143383,1678545,3,311,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",overland
2016238291,17-Apr-16,,17-Apr-16,5227 N MONROE ST,3155817,1714011,2,212,2308,THEFT - FROM BLDG,Larceny,"INDUSTRY",elyria-swansea
2016338379,30-May-16,,30-May-16,1355 S INCA ST,3141186,1677383,4,422,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",ruby-hill
2016338452,30-May-16,,30-May-16,W 29TH AVE / N HURON ST,3141377,1701533,6,612,1315,AGGRAVATED ASSAULT,Agg ASLT-Firearm,"NON-INDUSTRY",five-points
2014431628,17-Aug-14,17-Aug-14,17-Aug-14,5100 W 38TH AVE,3125864,1705326,1,113,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",west-highland
201494755,23-Feb-14,,23-Feb-14,1810 S BROADWAY ST,3144328,1674322,3,313,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",platt-park
2014532831,07-Oct-14,,07-Oct-14,852 N BROADWAY ST,3144226,1691218,6,623,1316,THREATS TO INJURE,All Other Crimes,"INDUSTRY",capitol-hill
2014453005,27-Aug-14,28-Aug-14,28-Aug-14,1560 N HOOKER ST,3132692,1695430,1,121,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",west-colfax
201674971,04-Feb-16,05-Feb-16,05-Feb-16,2394 S BROADWAY ST,3144328,1670502,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",rosedale
2016413112,01-Jul-16,01-Jul-16,01-Jul-16,1810 S BROADWAY ST,3144328,1674322,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",platt-park
2015351236,24-Jun-15,24-Jun-15,24-Jun-15,5110 N RACE ST,3150881,1712463,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2015528590,11-Sep-15,12-Sep-15,12-Sep-15,3642 N HIGH ST,3150571,1704982,2,211,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",cole
2016293806,11-May-16,11-May-16,11-May-16,11100 E 51ST AVE,3180335,1713149,5,511,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"NON-INDUSTRY",montbello
2016300518,14-May-16,14-May-16,14-May-16,3835 N ELM ST,3160273,1705814,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",northeast-park-hill
201458037,03-Feb-14,03-Feb-14,03-Feb-14,2420 S COLORADO BLVD,3157568,1670426,3,313,1316,THREATS TO INJURE,All Other Crimes,"INDUSTRY",university-hills
2015700864,01-Dec-15,02-Dec-15,02-Dec-15,3814 WALNUT ST,3148591,1705976,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",cole
2013530178,03-Nov-13,,03-Nov-13,1736 N DOWNING ST,3148182,1696333,6,622,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",city-park-west
2015558037,25-Sep-15,,30-Sep-15,852 N BROADWAY ST,3144226,1691218,6,623,3560,DRUG - MARIJUANA SELL,Drug Offenses,"INDUSTRY",capitol-hill
2015741465,22-Dec-15,,22-Dec-15,735 W BAYAUD AVE,3141360,1685867,3,311,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",baker
2015168873,28-Mar-15,,28-Mar-15,1617 W 12TH AVE,3138204,1693133,1,123,5312,DISTURBING THE PEACE,All Other Crimes,"INDUSTRY",lincoln-park
2016426024,06-Jul-16,06-Jul-16,06-Jul-16,1075 S JASON ST,3140907,1679196,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park
2016405818,28-Jun-16,28-Jun-16,28-Jun-16,3400 S ONEIDA WAY,3166538,1663587,3,323,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",hampden
2016420781,04-Jul-16,04-Jul-16,04-Jul-16,1100 N YUMA CT,3136556,1692610,1,123,2203,BURG/AUTO THEFT-BUSN W/ FORCE,Burglary,"INDUSTRY",lincoln-park
2013471031,30-Sep-13,,30-Sep-13,550 N ALTON WAY,3174900,1689147,3,321,5312,DISTURBING THE PEACE,All Other Crimes,"NON-INDUSTRY",lowry-field
201632070,16-Jan-16,16-Jan-16,16-Jan-16,777 N CANOSA CT,3134946,1690779,1,122,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sun-valley
201364356,08-Feb-13,08-Feb-13,08-Feb-13,600 S DAYTON ST,3175851,1682745,3,321,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",windsor
2014136772,05-Mar-14,05-Mar-14,17-Mar-14,4 S SANTA FE DR,3141171,1686159,3,311,2303,THEFT - SHOPLIFT,Larceny,"INDUSTRY",baker
201563664,28-Jan-14,28-Jan-14,02-Feb-15,745 S BRYANT ST,3135510,1681267,4,412,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",athmar-park
2013563783,22-Nov-13,,22-Nov-13,1269 N ELATI ST,3142214,1693562,6,611,1202,ROBBERY - BUSINESS,Robbery-Business,"INDUSTRY",civic-center
2016178429,21-Mar-16,21-Mar-16,21-Mar-16,6715 E UNION AVE,3166642,1654270,3,323,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",southmoor-park
2014640742,03-Dec-14,03-Dec-14,03-Dec-14,4305 N BRIGHTON BLVD,3148956,1708556,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2014213855,28-Apr-14,28-Apr-14,28-Apr-14,1075 S FOX ST,3142161,1679211,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park
2016309089,17-May-16,18-May-16,18-May-16,4105 N JASON ST,3140597,1706917,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sunnyside
2015166508,27-Mar-15,27-Mar-15,27-Mar-15,1569 S COLORADO BLVD,3157183,1676049,3,312,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",cory-merrill
2014583579,02-Nov-14,02-Nov-14,02-Nov-14,1617 W 12TH AVE,3138204,1693133,1,123,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",lincoln-park
201457340,02-Feb-14,02-Feb-14,02-Feb-14,2922 GLENARM PL,3147880,1700732,2,211,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",five-points
2015647470,04-Nov-15,04-Nov-15,05-Nov-15,1005 N FEDERAL BLVD,3133440,1692262,1,122,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",villa-park
2014204602,23-Apr-14,23-Apr-14,23-Apr-14,4359 N CLAUDE CT,3151618,1708543,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2014276089,30-May-14,30-May-14,30-May-14,910 16TH ST,3142198,1697236,6,611,2601,THEFT - CONFIDENCE GAME,All Other Crimes,"NON-INDUSTRY",cbd
2015433441,31-Jul-15,,31-Jul-15,4975 N VASQUEZ BLVD,3155551,1711955,2,212,2303,THEFT - SHOPLIFT,Larceny,"INDUSTRY",elyria-swansea
2013429667,08-Sep-13,08-Sep-13,08-Sep-13,543 N BRYANT ST,3135294,1689181,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
2015329213,13-Jun-15,,13-Jun-15,18TH ST / MARKET ST,3141748,1699098,6,612,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",union-station
201688926,08-Feb-16,08-Feb-16,11-Feb-16,1755 S BROADWAY ST,3144171,1674691,3,313,2399,THEFT - OTHER,Larceny,"INDUSTRY",overland
2014481540,11-Sep-14,,11-Sep-14,356 N BROADWAY ST,3144196,1688213,3,311,2399,THEFT - OTHER,Larceny,"NON-INDUSTRY",speer
2013532283,31-Oct-13,31-Oct-13,04-Nov-13,4140 N YORK ST,3152160,1707589,2,212,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",elyria-swansea
2016277659,04-May-16,,04-May-16,8151 E COLFAX AVE,3170685,1695142,2,223,2399,THEFT - OTHER,Larceny,"INDUSTRY",east-colfax
2014228067,03-May-14,05-May-14,05-May-14,4945 N PEARL ST,3146045,1711810,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville
201679518,07-Feb-16,07-Feb-16,07-Feb-16,3995 E 50TH AVE,3156921,1712528,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2016315074,20-May-16,20-May-16,20-May-16,3460 W 32ND AVE,3131090,1702734,1,113,5707,CRIMINAL TRESPASSING,All Other Crimes,"INDUSTRY",west-highland
2016317585,21-May-16,21-May-16,21-May-16,3888 E MEXICO AVE,3157004,1674967,3,312,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",cory-merrill
2013446882,16-Sep-13,17-Sep-13,17-Sep-13,6857 LEETSDALE DR,3166387,1680831,3,321,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",washington-virginia-vale
2013478134,04-Oct-13,04-Oct-13,04-Oct-13,3303 E 42ND AVE,3155012,1707716,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2013432812,09-Sep-13,09-Sep-13,09-Sep-13,5885 E EVANS AVE,3163373,1672717,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",virginia-village
2013516094,26-Oct-13,,26-Oct-13,600 BLOCK E COLFAX AVE,3146300,1694801,6,623,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",capitol-hill
2013507572,20-Oct-13,,21-Oct-13,8151 E COLFAX AVE,3170685,1695142,2,223,2308,THEFT - FROM BLDG,Larceny,"INDUSTRY",east-colfax
2015557881,25-Sep-15,,25-Sep-15,2383 S DOWNING ST,3148170,1670597,3,313,3560,DRUG - MARIJUANA SELL,Drug Offenses,"INDUSTRY",rosedale
201550789,26-Jan-15,,27-Jan-15,835 E 50TH AVE,3147226,1712486,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville
2014647839,06-Dec-14,06-Dec-14,06-Dec-14,1480 W NEVADA PL,3138354,1683870,4,412,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",athmar-park
2015471936,18-Aug-15,18-Aug-15,18-Aug-15,4359 N CLAUDE CT,3151618,1708543,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2015274843,18-May-15,19-May-15,19-May-15,1155 S CHEROKEE ST,3143076,1678660,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
2015371496,03-Jul-15,03-Jul-15,03-Jul-15,4228 N YORK ST,3152105,1707908,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2016318008,21-May-16,21-May-16,21-May-16,4707 N LIPAN ST,3139981,1710191,1,112,2303,THEFT - SHOPLIFT,Larceny,"INDUSTRY",sunnyside
2016405843,28-Jun-16,28-Jun-16,28-Jun-16,1995 S BROADWAY ST,3144121,1673149,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
2016306929,17-May-16,17-May-16,17-May-16,985 S LOGAN ST,3145350,1679861,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",washington-park-west
2015406705,19-Jul-15,,19-Jul-15,16TH ST / CALIFORNIA ST,3142790,1696716,6,611,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,"NON-INDUSTRY",cbd
20144490,02-Jan-14,03-Jan-14,03-Jan-14,2201 N QUITMAN ST,3129116,1698450,1,121,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",sloan-lake
2015616118,21-Oct-15,21-Oct-15,21-Oct-15,1224 S MARIPOSA ST,3140038,1678163,4,422,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,"NON-INDUSTRY",ruby-hill
2015233175,29-Apr-15,29-Apr-15,29-Apr-15,1798 W MISSISSIPPI AVE,3138325,1678939,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",ruby-hill
2016323167,24-May-16,24-May-16,24-May-16,4095 N JACKSON ST,3156492,1707155,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2016323097,24-May-16,24-May-16,24-May-16,4400 N GRAPE ST,3161828,1708842,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",northeast-park-hill
2015466636,15-Aug-15,,15-Aug-15,363 S BROADWAY ST,3143133,1683842,3,311,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",baker
2015117743,07-Feb-15,,02-Mar-15,155 N FEDERAL BLVD,3133487,1687235,4,411,2399,THEFT - OTHER,Larceny,"INDUSTRY",barnum
2016294990,11-May-16,11-May-16,11-May-16,1550 N BROADWAY ST,3144340,1695281,6,621,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,"NON-INDUSTRY",north-capitol-hill
2016405867,28-Jun-16,28-Jun-16,28-Jun-16,2895 W 8TH AVE,3134093,1690994,1,122,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sun-valley
2014100524,26-Feb-14,26-Feb-14,26-Feb-14,4884 N RALEIGH ST,3128925,1711265,1,111,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",regis
2013471031,30-Sep-13,,30-Sep-13,550 N ALTON WAY,3174900,1689147,3,321,1313,ASSAULT - DV,Simple Assault,"NON-INDUSTRY",lowry-field
2013467198,27-Sep-13,27-Sep-13,28-Sep-13,3410 N DEXTER ST,3159449,1703958,2,221,2399,THEFT - OTHER,Larceny,"NON-INDUSTRY",northeast-park-hill
2014315606,20-Jun-14,20-Jun-14,20-Jun-14,1241 N MEADE ST,3130473,1693116,1,122,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",west-colfax
2013608747,19-Dec-13,19-Dec-13,19-Dec-13,205 N YUMA ST,3136295,1687715,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
2015486334,14-Aug-15,16-Aug-15,24-Aug-15,2645 S SANTA FE DR,3141468,1668820,3,313,2399,THEFT - OTHER,Larceny,"INDUSTRY",overland
2013471031,30-Sep-13,,30-Sep-13,550 N ALTON WAY,3174900,1689147,3,321,2999,CRIMINAL MISCHIEF - MTR VEH,Criminal Mischief-Vehicle,"NON-INDUSTRY",lowry-field
2016262891,27-Apr-16,,27-Apr-16,5055 E 38TH AVE,3160638,1705682,2,221,1202,ROBBERY - BUSINESS,Robbery-Business,"NON-INDUSTRY",northeast-park-hill
2014454249,28-Aug-14,,28-Aug-14,5194 N WASHINGTON ST,3146706,1713375,1,112,1313,ASSAULT - SIMPLE,Simple Assault,"INDUSTRY",globeville
2014259196,21-May-14,22-May-14,22-May-14,1445 S PEARL ST,3146125,1676779,3,313,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",platt-park
2014276106,28-May-14,30-May-14,30-May-14,20 E 9TH AVE,3144383,1691311,6,623,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",capitol-hill
2016141178,04-Mar-16,05-Mar-16,05-Mar-16,777 N CANOSA CT,3134946,1690779,1,122,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sun-valley
2014292287,08-Jun-14,,08-Jun-14,2000 W 32ND AVE,3137394,1702777,1,113,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",highland
2012181104,01-May-12,01-May-12,01-May-12,4513 N FAIRPLAY WAY,3192091,1708266,5,512,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,"NON-INDUSTRY",montbello
2012129224,30-Mar-12,30-Mar-12,30-Mar-12,211 N WYANDOT ST,3136608,1687712,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
2012124878,26-Mar-12,27-Mar-12,27-Mar-12,3814 WALNUT ST,3148591,1705976,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",cole
2012170316,25-Apr-12,25-Apr-12,25-Apr-12,5110 N RACE ST,3150881,1712463,2,212,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",elyria-swansea
2012293739,04-Jul-12,04-Jul-12,04-Jul-12,2640 E 43RD AVE,3153008,1708076,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2012289197,30-Jun-12,30-Jun-12,01-Jul-12,4981 E CORNELL AVE,3160429,1667378,3,313,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"NON-INDUSTRY",university-hills
2012104650,13-Feb-12,13-Feb-12,14-Mar-12,2949 W ALAMEDA AVE,3133738,1684368,4,411,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"INDUSTRY",valverde
2012179811,01-May-12,01-May-12,01-May-12,5670 E EVANS AVE,3162914,1672392,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",goldsmith
2012179858,01-May-12,01-May-12,01-May-12,2865 S COLORADO BLVD,3157356,1667358,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",wellshire
2012118510,23-Mar-12,,23-Mar-12,7801 E COLFAX AVE,3169510,1695148,2,223,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",east-colfax
2012118530,23-Mar-12,23-Mar-12,23-Mar-12,2028 E COLFAX AVE,3151143,1694813,6,622,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",cheesman-park
201220570,16-Jan-12,,16-Jan-12,1736 N DOWNING ST,3148182,1696333,6,622,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",city-park-west
2012205939,13-May-12,14-May-12,16-May-12,527 E MISSISSIPPI AVE,3145981,1679128,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",washington-park-west
201223229,17-Jan-12,18-Jan-12,18-Jan-12,1529 N YORK ST,3151824,1695101,6,622,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",city-park-west
2012178189,30-Apr-12,30-Apr-12,30-Apr-12,310 N ST PAUL ST,3154517,1688064,3,312,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",cherry-creek
2012202643,14-May-12,14-May-12,14-May-12,3000 N GLENCOE ST,3161525,1702350,2,221,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",north-park-hill
2012173781,26-Apr-12,27-Apr-12,27-Apr-12,1135 W CUSTER PL,3140611,1682797,4,412,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",athmar-park
2012269074,16-Jun-12,16-Jun-12,20-Jun-12,1338 S JASON ST,3141024,1677460,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",ruby-hill
2012104432,13-Mar-12,14-Mar-12,14-Mar-12,1490 W MAPLE AVE,3138288,1685213,4,411,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",valverde
2012126398,27-Mar-12,28-Mar-12,28-Mar-12,111 S MADISON ST,3155710,1685564,3,312,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",cherry-creek
2012268295,19-Jun-12,19-Jun-12,19-Jun-12,7801 E COLFAX AVE,3169510,1695148,2,223,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",east-colfax
2012154717,15-Apr-12,,15-Apr-12,1115 S BANNOCK ST,3143433,1678882,3,311,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,"INDUSTRY",overland
201220835,16-Jan-12,16-Jan-12,16-Jan-12,4935 N YORK ST,3151866,1711453,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2012173370,27-Apr-12,27-Apr-12,27-Apr-12,803 S JASON ST,3140771,1681017,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park
2012272251,22-Jun-12,,22-Jun-12,5100 W 38TH AVE,3125864,1705326,1,113,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",west-highland
2012194086,09-May-12,09-May-12,09-May-12,6855 LEETSDALE DR,3166374,1680927,3,321,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",washington-virginia-vale
2012134110,02-Apr-12,,02-Apr-12,1150 W 5TH AVE,3140067,1689001,3,311,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",baker
2012134136,02-Apr-12,02-Apr-12,02-Apr-12,2215 E MISSISSIPPI AVE,3151573,1679093,3,312,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",washington-park
2012175897,19-Apr-12,27-Apr-12,28-Apr-12,1811 S QUEBEC WAY,3170571,1674383,3,322,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",indian-creek
2012132359,31-Mar-12,,31-Mar-12,1000 BLOCK N SHERMAN ST,3144990,1692009,6,623,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,"NON-INDUSTRY",capitol-hill
2012116883,22-Mar-12,22-Mar-12,22-Mar-12,3857 N ELM ST,3160364,1706030,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",northeast-park-hill
2012120027,23-Mar-12,23-Mar-12,23-Mar-12,1237 N SHOSHONE ST,3137608,1693348,1,123,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",lincoln-park
2012109053,17-Mar-12,17-Mar-12,17-Mar-12,3460 W 32ND AVE,3131090,1702734,1,113,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",west-highland
2012202042,14-May-12,14-May-12,14-May-12,3722 CHESTNUT PL,3146815,1707045,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",five-points
2012202079,14-May-12,14-May-12,14-May-12,1810 S BROADWAY ST,3144328,1674322,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",platt-park
2012479148,14-Oct-12,14-Oct-12,15-Oct-12,183 W ALAMEDA AVE,3142935,1684444,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",baker
2012339345,27-Jul-12,28-Jul-12,28-Jul-12,1660 E 40TH AVE,3149731,1706807,2,211,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",cole
2012335552,26-Jul-12,26-Jul-12,26-Jul-12,1031 W CENTER AVE,3140685,1682437,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park
2012380965,20-Aug-12,20-Aug-12,20-Aug-12,2640 E 43RD AVE,3153008,1708076,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2012380996,19-Aug-12,20-Aug-12,20-Aug-12,1617 W 12TH AVE,3138204,1693133,1,123,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",lincoln-park
2012426772,13-Sep-12,14-Sep-12,14-Sep-12,5378 N BILLINGS ST,3189266,1713829,5,512,2399,THEFT - OTHER,Larceny,"NON-INDUSTRY",montbello
